,colony,type,week,frame_position,growth,wood_distance,comb_distance
22289,SH7,SH,4,1,0,15.0,30.23243291566195
22290,SH2,SH,0,9,0,69.1158447825099,320.2577087284551
22291,SH7,SH,3,6,1,55.0,22.67156809750927
22292,DD6,DD,2,1,0,35.0,79.0
22293,DD7,DD,3,2,0,52.0,51.088159097779204
22294,DD4,DD,3,5,1,34.0,21.93171219946131
22295,DD6,DD,1,3,0,52.08646657242167,15.0
22296,SH3,SH,0,7,0,49.0,331.8463499874603
22297,SH2,SH,4,6,0,24.0,119.20151005754919
22298,SH6,SH,1,2,1,104.38869670610895,30.23243291566195
22299,SH4,SH,4,9,1,63.0,79.51100552753688
22300,DD7,DD,1,7,0,30.0,388.2331773560833
22301,DD2,DD,0,5,1,147.0,92.34717104492157
22302,DD1,DD,3,2,1,76.0,37.36308338453881
22303,SH3,SH,2,0,0,6.0,92.76313923105448
22304,SH4,SH,1,4,0,140.0,195.47889911701466
22305,DD4,DD,4,7,0,9.0,42.01190307520001
22306,DD7,DD,2,6,0,123.0,41.012193308819754
22307,DD5,DD,1,4,0,128.0,227.05505940189926
22308,DD1,DD,4,8,0,10.0,7.615773105863909
22309,DD7,DD,3,0,0,14.0,141.4496376806954
22310,SH7,SH,1,0,0,146.0,144.00347218036097
22311,SH7,SH,4,9,0,10.0,37.94733192202055
22312,DD6,DD,1,5,0,94.0,70.49113419430843
22313,DD4,DD,4,8,1,19.0,1.0
22314,SH3,SH,2,2,1,130.00384609695206,62.64982043070834
22315,SH3,SH,1,2,0,1.0,157.13688300332294
22316,DD2,DD,3,7,1,8.0,16.76305461424021
22317,DD4,DD,3,9,0,13.0,26.627053911388696
22318,DD7,DD,2,6,0,10.0,200.38213493223392
22319,DD6,DD,2,3,0,8.0,83.00602387778854
22320,SH3,SH,3,3,1,13.341664064126334,2.0
22321,SH7,SH,2,8,0,84.0,84.8528137423857
22322,DD7,DD,4,1,0,3.0,4.0
22323,DD5,DD,2,5,0,68.46897107449476,160.72336482291553
22324,DD1,DD,3,9,0,69.0,98.2344135219425
22325,DD7,DD,1,0,1,92.0,2.23606797749979
22326,SH1,SH,3,3,0,50.0,218.0
22327,DD4,DD,1,8,0,4.0,25.0
22328,SH1,SH,3,7,0,75.0,105.80170130957252
22329,SH7,SH,3,7,1,37.0,45.17742799230607
22330,SH7,SH,3,3,0,6.0,40.496913462633174
22331,SH2,SH,3,4,1,25.317977802344327,25.495097567963924
22332,SH4,SH,0,5,0,48.507731342539614,342.01315764163223
22333,SH7,SH,0,3,1,145.03103116229988,150.28306624500314
22334,SH2,SH,2,6,1,86.16263691415206,20.223748416156685
22335,SH1,SH,2,6,0,43.0,55.54277630799526
22336,SH2,SH,3,8,0,58.0,234.95744295510198
22337,DD2,DD,0,4,0,86.97700845625813,298.4292210893565
22338,SH1,SH,1,8,0,85.0,35.35533905932738
22339,SH3,SH,1,0,0,138.1774221788784,190.19200824430033
22340,SH6,SH,1,4,0,5.0,176.1817243643619
22341,SH3,SH,3,8,0,89.0,68.5054742338158
22342,DD5,DD,4,7,1,48.0,68.60029154456998
22343,DD5,DD,2,8,0,18.0,246.6779276708802
22344,DD4,DD,0,9,0,75.0,44.82186966202994
22345,SH2,SH,1,6,0,5.0,293.7839342101606
22346,SH2,SH,3,5,1,41.0,14.212670403551895
22347,DD4,DD,3,8,1,42.0,14.142135623730951
22348,SH4,SH,4,9,1,74.02702209328699,54.45181356024793
22349,SH2,SH,2,3,0,43.0,6.082762530298219
22350,DD4,DD,3,5,1,64.4980619863884,79.30952023559341
22351,DD2,DD,1,3,0,52.46903848937962,149.84325143295575
22352,SH6,SH,1,3,1,71.0,89.26925562588724
22353,DD5,DD,4,1,1,77.0,184.39360075664231
22354,DD4,DD,1,7,0,4.0,51.61395160225576
22355,DD5,DD,4,1,1,134.03357788255897,107.20074626605917
22356,SH4,SH,2,0,0,26.0,35.805027579936315
22357,DD4,DD,1,9,0,34.0,108.23123393919151
22358,DD6,DD,0,1,0,3.0,145.8800877433243
22359,SH4,SH,1,2,0,31.0,189.4887859478761
22360,SH3,SH,4,3,0,8.94427190999916,14.866068747318506
22361,DD5,DD,3,2,0,72.24956747275377,258.21309029559285
22362,SH2,SH,2,5,0,23.0,154.983870128475
22363,SH4,SH,1,8,0,77.0,382.23683757586736
22364,DD7,DD,4,5,1,29.0,7.0710678118654755
22365,SH1,SH,2,6,0,80.0,118.9663818059539
22366,SH6,SH,0,7,0,89.0,166.73631877908304
22367,SH1,SH,1,6,0,50.0,139.18692467326088
22368,DD5,DD,4,7,1,70.0,42.638011210655684
22369,DD4,DD,2,5,0,55.0,102.00490184299969
22370,SH2,SH,3,7,0,119.00420160649792,99.92497185388645
22371,DD5,DD,0,9,0,37.0,120.00416659433121
22372,DD5,DD,3,2,0,38.0,458.7428473556836
22373,SH2,SH,0,9,0,27.073972741361768,145.90750494748377
22374,DD2,DD,4,3,0,32.0,81.02468759581859
22375,SH2,SH,3,3,0,92.0,20.024984394500787
22376,DD6,DD,2,6,0,45.0,158.95911424010893
22377,DD6,DD,3,6,0,21.0,81.21576201698781
22378,SH2,SH,3,7,0,102.0,173.04623659588788
22379,DD6,DD,3,7,0,55.036351623268054,184.7187050625897
22380,DD7,DD,1,6,1,56.293871780150276,4.0
22381,DD5,DD,2,5,0,146.0,87.65842800324451
22382,DD2,DD,2,5,0,19.0,123.01625908797584
22383,SH7,SH,3,8,0,56.0,27.018512172212592
22384,DD2,DD,1,7,0,31.0,171.73234989366446
22385,DD4,DD,1,7,0,4.0,30.528675044947494
22386,DD7,DD,0,1,0,2.0,126.49110640673517
22387,SH2,SH,0,6,0,111.11255554616679,73.43023900274328
22388,SH6,SH,4,7,0,4.123105625617661,219.04565734111233
22389,SH6,SH,3,9,0,52.0,102.45974819410792
22390,SH4,SH,2,7,1,120.0,10.198039027185569
22391,SH3,SH,1,5,0,114.0,45.79301256742124
22392,SH4,SH,4,8,0,1.0,26.40075756488817
22393,DD5,DD,3,7,1,34.058772731852805,11.40175425099138
22394,DD1,DD,2,3,0,33.95585369269929,101.11874208078342
22395,DD7,DD,3,4,0,6.0,112.16059914247963
22396,DD4,DD,4,3,1,118.0,117.32433677630571
22397,SH3,SH,3,2,0,30.0,19.72308292331602
22398,SH7,SH,2,1,1,30.14962686336267,16.1245154965971
22399,SH7,SH,3,6,1,56.0,22.627416997969522
22400,SH7,SH,2,6,1,10.0,1.0
22401,SH4,SH,4,5,1,37.0,86.45229898620394
22402,SH6,SH,2,7,0,44.10215414239989,172.80046296234278
22403,DD4,DD,1,7,0,43.0,84.970583144992
22404,DD1,DD,0,6,0,86.0,240.35390573069537
22405,SH7,SH,4,3,0,2.0,8.0
22406,DD6,DD,4,4,0,46.0,25.45584412271571
22407,DD4,DD,0,9,1,76.16429609731846,5.830951894845301
22408,DD1,DD,1,9,0,29.614185789921695,154.8967397978408
22409,DD7,DD,1,7,0,39.0,304.2433236736675
22410,DD1,DD,2,8,1,38.118237105091836,13.601470508735444
22411,DD5,DD,2,4,0,75.0066663703967,83.7615663654877
22412,DD7,DD,2,7,0,6.0,259.6247291765559
22413,DD5,DD,0,5,0,8.246211251235321,350.1785258978626
22414,DD2,DD,4,0,1,56.0,65.0
22415,DD5,DD,3,2,0,25.0,175.524927004685
22416,DD4,DD,1,5,1,60.00833275470999,17.0
22417,SH3,SH,1,1,0,10.0,66.03786792439622
22418,DD7,DD,1,1,1,118.0,39.44616584663204
22419,SH4,SH,3,9,0,113.0,28.635642126552707
22420,SH6,SH,2,7,0,50.0,146.16771189288008
22421,DD6,DD,0,6,0,22.0,119.40686747419514
22422,DD2,DD,3,6,0,9.848857801796104,132.23085872821065
22423,DD1,DD,4,5,1,5.0,2.0
22424,SH2,SH,3,1,0,11.0,332.54323027239633
22425,DD2,DD,3,2,1,143.0314650697531,60.30754513325841
22426,SH2,SH,4,2,1,125.03599481749245,27.018512172212592
22427,SH6,SH,3,7,0,98.85848471426213,128.2809416865966
22428,DD5,DD,0,5,0,74.0,321.6037935099647
22429,DD7,DD,2,7,0,11.0,5.0990195135927845
22430,DD2,DD,3,3,0,15.0,33.83784863137726
22431,SH7,SH,2,8,0,85.0,72.18032973047436
22432,DD5,DD,4,2,1,119.0,160.64868502418562
22433,SH2,SH,4,2,1,141.12760183606892,46.861498055439924
22434,SH6,SH,2,5,0,107.0,55.86591089385369
22435,SH1,SH,2,8,0,119.0,22.090722034374522
22436,SH4,SH,1,1,0,54.0,56.462376853972415
22437,DD2,DD,4,2,1,96.04686356149273,22.20360331117452
22438,SH7,SH,4,9,0,10.0,22.02271554554524
22439,DD6,DD,3,6,1,113.0,10.770329614269007
22440,SH2,SH,3,8,0,60.0,148.51935900750448
22441,DD4,DD,4,7,0,4.0,5.0
22442,DD4,DD,3,7,1,33.0,12.727922061357855
22443,SH7,SH,3,5,0,10.0,16.15549442140351
22444,DD7,DD,4,6,1,38.0,13.0
22445,SH3,SH,1,0,0,48.0,19.4164878389476
22446,SH6,SH,0,4,0,15.033296378372908,60.60528029800704
22447,SH6,SH,0,9,0,62.00806399170998,167.53805537847214
22448,SH3,SH,2,8,0,32.0,249.32709439609647
22449,DD4,DD,0,8,0,30.0,66.06814663663572
22450,DD6,DD,1,0,1,9.0,43.32435804486894
22451,DD2,DD,3,5,0,38.0,57.42821606144492
22452,SH2,SH,3,2,0,107.0,78.24321056807422
22453,SH2,SH,1,6,0,6.0,235.0914715594762
22454,DD2,DD,3,6,0,20.0,43.840620433565945
22455,DD2,DD,4,9,1,27.0,33.97057550292606
22456,DD7,DD,2,8,1,124.00403219250575,75.66372975210778
22457,SH6,SH,3,1,0,83.02409288875127,42.04759208325728
22458,SH7,SH,0,6,0,29.0,212.2192262732102
22459,DD2,DD,1,2,0,67.0,280.2356151526783
22460,DD1,DD,4,4,1,31.0,25.495097567963924
22461,SH4,SH,3,2,0,36.0,88.05679985100527
22462,DD2,DD,4,3,1,1.0,2.0
22463,DD4,DD,3,7,1,33.0,34.655446902326915
22464,DD5,DD,4,9,0,20.0,129.24782396620841
22465,DD4,DD,2,7,0,38.0,81.41252974819048
22466,SH4,SH,1,8,0,8.0,175.5733464965568
22467,DD4,DD,4,2,0,48.0,402.4052683551745
22468,SH6,SH,2,4,0,148.00337833982033,19.235384061671343
22469,SH4,SH,0,3,0,91.0,205.24375751773792
22470,SH6,SH,2,4,0,90.0,29.68164415931166
22471,SH4,SH,4,6,0,33.0,49.64876634922564
22472,DD1,DD,1,6,0,20.0,117.83462988442744
22473,DD6,DD,1,1,0,109.0,108.2266141020775
22474,SH2,SH,4,4,0,19.0,68.5054742338158
22475,DD1,DD,4,2,1,30.0,34.0
22476,DD4,DD,3,4,1,65.0,57.28001396647874
22477,DD5,DD,3,7,0,25.0,186.93849255838134
22478,SH3,SH,4,8,0,3.0,176.02556632489498
22479,SH3,SH,2,7,0,109.0,189.5521036549054
22480,DD6,DD,2,2,1,134.23859355639868,21.93171219946131
22481,SH7,SH,0,3,0,76.4198926981712,352.0596540360738
22482,DD2,DD,0,9,1,87.00574693662483,93.7709976485267
22483,SH7,SH,1,3,1,89.0,106.78014796768171
22484,DD5,DD,3,3,0,47.0,252.04959829366916
22485,SH6,SH,1,4,0,79.76214641043707,70.00714249274856
22486,DD1,DD,3,4,0,6.0,191.1674658512792
22487,DD7,DD,1,7,0,18.0,261.8129103004663
22488,SH4,SH,2,7,0,124.10076550932311,31.32091952673165
22489,DD5,DD,1,6,0,33.0,43.01162633521314
22490,SH2,SH,3,1,1,107.67079455451233,321.56647835245514
22491,DD2,DD,1,5,1,89.08984229416954,16.97056274847714
22492,DD1,DD,3,9,0,20.8806130178211,178.19090885900997
22493,DD1,DD,4,6,1,7.0,67.11929677819934
22494,DD6,DD,4,2,0,87.0,33.24154027718932
22495,DD1,DD,4,1,1,113.44161493913951,9.219544457292887
22496,DD1,DD,2,3,1,118.0,77.41446893184762
22497,SH2,SH,3,1,0,8.0,494.77671731802417
22498,DD2,DD,2,3,0,27.0,139.40229553346674
22499,SH3,SH,4,1,1,125.14391715141412,39.56008088970496
22500,SH2,SH,3,6,0,97.0,73.24616030891995
22501,SH3,SH,3,3,0,28.0178514522438,95.0
22502,DD1,DD,4,1,1,16.0,174.15223225672418
22503,DD2,DD,3,0,0,50.00999900019995,274.37201023428025
22504,SH6,SH,1,8,0,54.74486277268398,239.06902768865731
22505,SH2,SH,4,2,1,86.0,42.5205832509386
22506,SH2,SH,4,0,0,32.0,143.68368035375485
22507,DD1,DD,2,4,0,23.0,127.7810627597063
22508,DD4,DD,2,6,0,4.0,106.70520137275409
22509,DD5,DD,2,3,0,14.0,156.41611170208776
22510,SH6,SH,2,0,0,146.0,187.2431574183687
22511,DD2,DD,4,0,1,25.0,54.589376255824725
22512,DD7,DD,1,2,0,75.0,42.190046219457976
22513,SH6,SH,0,7,0,55.0,79.90619500389191
22514,DD7,DD,3,5,1,81.0,4.123105625617661
22515,SH2,SH,4,2,0,7.0,50.28916384272063
22516,DD6,DD,1,6,0,89.27485648266257,81.04936767180853
22517,SH3,SH,4,6,1,66.0,4.0
22518,DD7,DD,0,0,0,76.0,228.60008748904713
22519,SH7,SH,3,3,0,19.0,42.20189569201838
22520,DD7,DD,4,1,1,21.840329667841555,8.602325267042627
22521,SH2,SH,2,5,0,28.0,104.6900186264192
22522,DD6,DD,4,4,0,85.0,33.24154027718932
22523,SH2,SH,4,3,1,116.0,1.0
22524,SH1,SH,2,8,0,8.0,123.71337841963576
22525,SH2,SH,1,5,0,105.0,142.21462653327893
22526,SH3,SH,4,0,1,45.39823785126467,18.601075237738275
22527,SH7,SH,1,2,0,27.0,27.459060435491963
22528,DD5,DD,4,5,0,48.0,116.93160394008115
22529,DD7,DD,1,5,1,112.28535078094559,60.207972893961475
22530,DD1,DD,2,3,0,23.0,272.9175699730598
22531,SH1,SH,0,4,0,4.0,324.8907508686574
22532,DD7,DD,0,1,0,24.331050121192877,151.00331122197287
22533,DD6,DD,4,6,0,24.73863375370596,92.57429448826494
22534,DD7,DD,4,7,1,11.0,81.32035415564789
22535,DD5,DD,3,7,1,48.0,6.324555320336759
22536,DD7,DD,2,8,0,96.0,216.1712284278368
22537,SH2,SH,1,5,0,38.0,70.71067811865476
22538,SH7,SH,2,0,0,57.0,214.0140182324513
22539,SH7,SH,2,2,0,12.0,55.94640292279746
22540,SH3,SH,0,1,0,19.0,228.01973598791838
22541,DD6,DD,0,6,0,71.0,172.35138525698017
22542,SH2,SH,4,5,0,17.0,42.190046219457976
22543,DD6,DD,4,7,0,63.0,57.87054518492115
22544,DD5,DD,1,5,0,38.63935817272331,206.70026608594387
22545,SH4,SH,4,4,0,128.14054783713078,37.12142238654117
22546,DD6,DD,3,7,0,105.0,35.77708763999664
22547,SH7,SH,2,3,0,8.54400374531753,72.80109889280519
22548,DD5,DD,4,4,0,14.0,193.60010330575756
22549,SH4,SH,2,1,0,52.0,34.655446902326915
22550,SH4,SH,3,8,0,50.08991914547278,96.38464608017192
22551,SH2,SH,2,5,0,6.0,169.92056967889437
22552,SH4,SH,4,5,1,40.0,74.79304780526061
22553,DD4,DD,1,5,0,49.0,54.120236510939236
22554,DD2,DD,3,5,0,8.0,86.68333173107735
22555,DD4,DD,1,7,0,79.76214641043707,51.42956348249516
22556,DD5,DD,0,5,0,116.0,154.31461369552787
22557,DD2,DD,1,9,0,79.0,78.23042886243178
22558,DD1,DD,1,4,0,61.0,169.92056967889437
22559,DD1,DD,1,3,0,64.0,253.33377192944488
22560,DD2,DD,4,4,1,95.0,14.142135623730951
22561,SH7,SH,0,4,1,63.198101237299845,60.67124524847005
22562,SH2,SH,4,6,1,17.46424919657298,108.85311203635843
22563,DD2,DD,2,1,0,143.0,280.40149785619906
22564,DD1,DD,1,9,0,46.0,76.0
22565,DD2,DD,1,9,0,1.0,2.0
22566,DD5,DD,4,9,0,82.0,118.25819210524064
22567,DD1,DD,4,3,1,22.80350850198276,58.69412236331676
22568,SH7,SH,4,9,1,43.0,40.496913462633174
22569,SH2,SH,4,5,1,44.0,116.06894502837527
22570,DD5,DD,2,7,1,45.0,18.0
22571,SH3,SH,2,4,0,21.0,17.69180601295413
22572,SH7,SH,0,3,0,111.44954015158609,275.13632984395207
22573,DD7,DD,2,1,1,35.0,45.5411901469428
22574,DD1,DD,1,6,0,109.0,91.40021881811882
22575,DD7,DD,0,0,0,55.731499172371095,253.58430550804994
22576,SH4,SH,0,0,0,63.50590523722971,98.60020283954795
22577,SH4,SH,2,1,0,13.0,41.10960958218893
22578,DD5,DD,2,8,0,26.0,199.12307751739877
22579,SH4,SH,4,3,0,134.0,31.78049716414141
22580,SH2,SH,3,1,0,43.0,142.46754016266303
22581,SH7,SH,2,9,0,9.486832980505138,83.21658488546619
22582,SH4,SH,0,3,0,17.46424919657298,285.7726368986366
22583,DD7,DD,3,7,0,60.0,154.7966407904254
22584,DD2,DD,2,4,1,55.0,26.627053911388696
22585,SH7,SH,3,7,1,51.0,74.95331880577403
22586,DD2,DD,2,5,0,53.0,45.967379738244816
22587,DD7,DD,2,4,0,5.0,5.0
22588,SH1,SH,1,8,0,55.226805085936306,124.42668524074729
22589,DD1,DD,3,6,1,23.0,29.68164415931166
22590,DD2,DD,4,7,1,11.0,30.805843601498726
22591,SH4,SH,0,4,0,138.0,319.6623218335248
22592,DD6,DD,3,5,0,15.0,165.3027525481654
22593,SH6,SH,4,3,0,57.0,4.0
22594,SH1,SH,0,8,1,9.0,117.01709276853532
22595,SH6,SH,1,7,0,29.0,67.468511173732
22596,DD5,DD,2,4,1,47.0,21.0
22597,SH3,SH,4,0,1,41.0,42.579337712087536
22598,SH4,SH,3,5,0,74.0,39.11521443121589
22599,DD5,DD,4,8,1,77.23341245859851,15.811388300841896
22600,SH7,SH,1,3,1,49.0,203.93381279228808
22601,SH2,SH,3,1,1,120.0,379.80258029665885
22602,SH2,SH,2,6,0,108.04165863221463,164.13713778423212
22603,DD4,DD,0,8,0,30.14962686336267,70.76722405181653
22604,DD2,DD,3,3,1,107.0,20.808652046684813
22605,DD2,DD,1,8,0,51.0,147.58048651498612
22606,DD5,DD,4,1,0,73.0,271.53268679847736
22607,DD2,DD,4,4,0,5.0,90.87353850269065
22608,SH7,SH,0,4,1,6.0,217.4971264177989
22609,DD6,DD,0,6,1,90.0,35.0
22610,DD5,DD,1,3,0,37.656340767525464,103.0970416646375
22611,SH7,SH,0,8,0,53.08483775994799,207.4825293850063
22612,DD5,DD,3,6,1,22.80350850198276,22.627416997969522
22613,DD4,DD,0,7,1,144.0,40.70626487409524
22614,SH7,SH,1,8,0,90.0,115.83177456984762
22615,DD5,DD,3,8,0,60.0,139.94641831786907
22616,DD2,DD,4,8,0,18.0,75.07329751649384
22617,DD2,DD,2,2,0,41.593268686170845,55.90169943749474
22618,SH2,SH,4,8,0,71.0,138.05795884337854
22619,DD1,DD,3,2,0,39.45883931389772,125.15989773086265
22620,DD5,DD,3,6,0,1.0,218.6000914912892
22621,DD2,DD,4,5,1,12.0,44.94441010848846
22622,DD1,DD,0,5,0,2.0,358.55822400274127
22623,DD7,DD,2,6,1,7.0,13.0
22624,SH4,SH,4,0,1,57.14017850864661,16.278820596099706
22625,SH7,SH,1,0,0,35.0,141.0
22626,SH6,SH,1,7,0,43.18564576337837,91.96738552334735
22627,SH6,SH,3,5,0,105.0,73.53910524340094
22628,DD4,DD,2,8,0,29.0,76.8505042273634
22629,DD1,DD,3,9,0,13.92838827718412,129.0620006043607
22630,DD4,DD,2,4,0,74.0,97.49358953285082
22631,DD7,DD,1,5,0,11.0,133.6899397860587
22632,SH3,SH,1,4,0,18.0,4.242640687119285
22633,DD5,DD,3,8,1,127.01574705523721,39.96248240537617
22634,SH2,SH,3,4,0,87.0,82.61961026293939
22635,SH6,SH,1,7,0,72.69112738154499,50.32891812864648
22636,SH2,SH,3,8,0,32.14031735997639,51.97114584074513
22637,SH7,SH,2,1,1,40.0,19.0
22638,DD2,DD,0,7,0,58.0,247.13154391942766
22639,DD4,DD,4,9,1,15.0,3.605551275463989
22640,DD4,DD,4,5,0,9.0,15.811388300841896
22641,SH2,SH,0,7,0,48.25971404805462,298.37727795527593
22642,DD4,DD,3,4,0,51.0,92.00543462209176
22643,DD5,DD,3,8,0,58.0,115.96551211459379
22644,DD5,DD,3,5,0,66.0,94.15412895885129
22645,SH6,SH,1,3,0,16.0,67.97793759742936
22646,SH3,SH,4,9,0,15.0,10.295630140987
22647,DD2,DD,3,5,0,56.0,74.41102068914255
22648,DD1,DD,1,6,0,73.0,90.50966799187809
22649,DD2,DD,3,4,0,12.041594578792296,38.01315561749642
22650,SH1,SH,3,3,0,26.0,274.5214017157861
22651,DD7,DD,3,6,1,34.0,13.416407864998739
22652,SH7,SH,4,0,1,9.0,2.0
22653,SH7,SH,0,8,0,4.0,97.45255255764212
22654,DD5,DD,3,6,1,19.0,32.64965543462902
22655,SH7,SH,4,0,0,2.0,6.0
22656,DD6,DD,2,6,0,74.10802925459562,122.77621919573839
22657,DD7,DD,1,4,0,51.0,94.0
22658,SH6,SH,0,9,0,70.0,249.88197213884797
22659,DD4,DD,2,8,0,20.0,98.88377015466189
22660,DD7,DD,4,3,1,33.0,16.278820596099706
22661,DD7,DD,3,8,0,107.0,164.24676556937126
22662,DD6,DD,1,0,0,80.0,156.7322557739791
22663,DD4,DD,0,5,0,122.10241602851272,203.1058837158589
22664,DD1,DD,4,2,0,16.0,131.89389675038038
22665,DD6,DD,4,4,0,11.0,112.61438629233834
22666,SH3,SH,0,2,1,14.0,300.8072472531205
22667,DD5,DD,0,9,0,59.00847396772772,163.71010964506743
22668,DD4,DD,4,6,1,48.0,3.605551275463989
22669,SH7,SH,1,4,1,10.0,22.135943621178654
22670,DD7,DD,2,5,1,31.78049716414141,1.4142135623730951
22671,SH3,SH,3,8,0,9.0,255.56603843233944
22672,SH3,SH,3,9,0,1.0,115.83609109426992
22673,SH7,SH,4,1,0,1.0,15.0
22674,SH6,SH,4,5,0,23.194827009486403,148.12494725737457
22675,SH2,SH,1,9,0,25.0,340.073521462639
22676,DD7,DD,0,5,1,25.0,46.84015371452148
22677,SH3,SH,1,7,0,144.0,27.730849247724095
22678,SH7,SH,1,3,0,5.0,12.36931687685298
22679,SH1,SH,1,6,0,78.02563681252464,36.76955262170047
22680,SH2,SH,1,4,0,103.0,36.6742416417845
22681,DD7,DD,1,0,0,54.0,48.60041152089147
22682,DD7,DD,3,3,0,10.0,4.0
22683,SH3,SH,0,1,0,68.0,331.07249961300016
22684,SH4,SH,0,0,0,16.0,290.3532331488665
22685,SH6,SH,2,3,0,53.0,14.422205101855956
22686,DD6,DD,3,1,0,134.0,27.018512172212592
22687,DD6,DD,2,5,0,50.0,117.88553770501282
22688,SH1,SH,0,4,0,62.0,278.22652641328074
22689,DD2,DD,2,5,0,4.0,4.0
22690,DD1,DD,4,4,0,6.0,9.055385138137417
22691,SH7,SH,0,3,1,5.0,55.54277630799526
22692,SH1,SH,1,4,0,44.0,241.13274352522097
22693,SH6,SH,3,9,1,99.0,1.0
22694,SH7,SH,1,9,1,132.6386067478093,49.39635614091387
22695,SH1,SH,0,4,0,5.0,314.0143308831621
22696,DD1,DD,0,6,0,35.0,302.12911147388627
22697,SH3,SH,4,2,0,16.0,82.75868534480233
22698,SH2,SH,4,5,1,109.0,28.284271247461902
22699,DD5,DD,4,5,0,10.0,48.010415536631214
22700,DD2,DD,4,4,0,35.0,78.49203781276162
22701,SH7,SH,0,4,1,52.0,302.39378300487596
22702,DD1,DD,4,2,1,35.0,69.0
22703,DD7,DD,2,3,1,40.0,44.0
22704,SH1,SH,3,7,0,22.0,221.73181999884454
22705,SH6,SH,0,8,0,30.59411708155671,106.21205204683694
22706,SH3,SH,3,3,0,73.0,39.0
22707,DD2,DD,2,1,1,109.48972554536796,33.83784863137726
22708,DD2,DD,3,6,0,15.0,82.73451516749222
22709,DD4,DD,4,9,1,11.0,23.08679276123039
22710,SH4,SH,2,9,0,39.0,165.0242406436097
22711,SH3,SH,3,9,0,95.00526301210897,12.649110640673518
22712,SH4,SH,2,9,0,83.00602387778854,133.05637902783917
22713,SH2,SH,2,3,0,12.0,4.123105625617661
22714,SH3,SH,3,8,1,110.45361017187261,53.75872022286245
22715,SH4,SH,0,3,0,126.0,171.72361514946044
22716,DD5,DD,1,6,0,72.0,73.10950690573696
22717,SH6,SH,1,3,1,137.05838172107534,90.35485598461214
22718,SH4,SH,1,4,0,24.0,395.12656200260693
22719,SH2,SH,3,9,0,13.0,54.62600113499065
22720,DD6,DD,2,1,0,13.0,77.93587107359485
22721,DD6,DD,2,4,0,52.23983154643591,38.3275357934736
22722,DD7,DD,3,6,0,3.0,175.36248173426378
22723,DD1,DD,3,9,0,19.0,38.01315561749642
22724,SH2,SH,0,9,0,3.0,14.317821063276353
22725,SH4,SH,3,9,0,21.0,127.27922061357856
22726,SH3,SH,4,9,1,19.6468827043885,75.28612089887484
22727,DD4,DD,4,5,0,2.0,8.0
22728,SH6,SH,4,8,1,89.20201791439474,2.8284271247461903
22729,SH7,SH,1,4,0,37.0,7.615773105863909
22730,DD6,DD,1,5,0,24.0,103.0
22731,DD5,DD,2,5,0,14.0,5.385164807134504
22732,SH2,SH,1,9,0,22.0,275.48684179103725
22733,SH6,SH,2,7,0,38.0,36.76955262170047
22734,DD5,DD,4,5,0,34.0,70.21395872616783
22735,SH3,SH,0,6,1,49.0,55.0
22736,SH6,SH,2,0,0,19.1049731745428,356.3593691766782
22737,SH7,SH,1,6,0,52.0,135.14806694880988
22738,SH2,SH,3,3,0,2.0,30.528675044947494
22739,DD5,DD,1,6,0,2.0,91.21403400793103
22740,DD7,DD,2,8,0,109.0,103.94229168149026
22741,DD7,DD,2,4,1,110.2905254316979,25.612496949731394
22742,DD5,DD,4,9,1,3.605551275463989,4.0
22743,DD2,DD,2,3,0,7.0,228.63289352147035
22744,SH3,SH,4,3,1,26.0,2.23606797749979
22745,SH4,SH,2,3,0,7.0,406.97051490249265
22746,DD5,DD,0,8,0,64.93843238021688,93.0
22747,SH6,SH,3,4,0,63.198101237299845,6.324555320336759
22748,DD4,DD,2,9,0,14.0,85.56284240252891
22749,SH3,SH,1,1,0,14.0,113.3225485064645
22750,DD7,DD,4,2,1,29.427877939124322,26.076809620810597
22751,DD6,DD,4,4,1,108.0,1.0
22752,SH6,SH,4,0,1,142.03168660548954,59.90826320300064
22753,DD7,DD,3,2,1,68.0,26.90724809414742
22754,DD2,DD,3,0,0,22.0,365.60087527247526
22755,DD6,DD,4,4,0,15.0,133.843191832831
22756,SH6,SH,3,8,0,69.0,205.03902067655318
22757,SH6,SH,2,8,0,137.09121051329294,28.600699292150182
22758,SH7,SH,2,9,0,1.0,27.459060435491963
22759,SH3,SH,1,0,0,34.0,491.0
22760,DD1,DD,1,6,0,35.22782990761707,204.8243149628481
22761,DD5,DD,3,9,0,11.045361017187261,183.74166647769363
22762,SH2,SH,1,3,0,20.0,277.1154993860863
22763,DD7,DD,3,3,1,10.770329614269007,8.06225774829855
22764,SH1,SH,1,6,0,9.0,201.25854019146615
22765,SH3,SH,3,8,0,129.0,60.03332407921454
22766,DD6,DD,0,1,0,132.54433220624713,141.15594213493105
22767,SH7,SH,2,0,0,32.0,81.58431221748455
22768,DD1,DD,1,6,0,4.0,5.0
22769,SH3,SH,0,5,0,103.0,67.54257916307313
22770,SH7,SH,1,0,0,86.0,223.54417907876734
22771,DD6,DD,4,2,0,67.0,49.57822102496216
22772,SH6,SH,0,5,1,7.0710678118654755,96.04686356149273
22773,DD6,DD,1,5,0,11.0,35.84689665786984
22774,DD5,DD,1,5,0,24.0,272.3692346796899
22775,SH3,SH,0,3,1,125.01599897613104,39.56008088970496
22776,DD7,DD,0,1,1,43.0,64.88451279003334
