,colony,type,week,frame_position,growth,wood_distance,comb_distance
0,SH7,SH,2,8,1,117.38824472663352,2.23606797749979
1,SH4,SH,1,7,0,2.0,87.09190547921202
2,DD5,DD,0,8,0,27.0,249.20072231034965
3,SH2,SH,2,9,0,89.0,76.69419795525604
4,SH2,SH,2,9,0,95.0,71.56116265125938
5,SH4,SH,4,2,0,2.0,11.180339887498949
6,SH3,SH,1,7,0,1.0,250.05999280172747
7,DD1,DD,0,7,0,18.110770276274835,295.6010825419961
8,SH3,SH,0,1,0,36.0,81.83520025025906
9,DD2,DD,1,2,0,63.50590523722971,253.57641846196975
10,SH4,SH,2,4,1,139.12943613772032,1.0
11,DD5,DD,3,2,0,59.07622195096772,383.18794344290114
12,SH6,SH,4,0,0,14.0,194.25756098540927
13,SH1,SH,0,4,1,126.00396819148197,45.79301256742124
14,DD1,DD,3,7,0,60.0,70.178344238091
15,DD6,DD,0,5,0,86.0,85.07055894961546
16,DD1,DD,2,1,0,125.0,356.0505582076793
17,DD2,DD,4,5,0,27.0,82.46211251235322
18,DD6,DD,2,6,0,111.0,31.32091952673165
19,DD1,DD,0,7,0,71.0,172.90459797240788
20,DD4,DD,0,9,1,5.0990195135927845,33.734255586866
21,DD1,DD,3,6,0,40.0,73.24616030891995
22,SH7,SH,3,1,1,33.54101966249684,26.1725046566048
23,DD2,DD,4,6,1,31.0,26.870057685088806
24,DD4,DD,0,7,0,37.0,118.1905241548577
25,DD2,DD,3,6,1,83.0,12.727922061357855
26,SH4,SH,4,5,0,24.0,84.8528137423857
27,DD6,DD,0,3,0,34.0,44.721359549995796
28,DD4,DD,3,4,1,56.0,70.66116330771806
29,SH7,SH,1,0,0,116.84177335182824,51.62363799656123
30,DD5,DD,4,9,0,112.0,63.41135544995076
31,SH3,SH,4,8,0,18.0,168.43990026119107
32,DD6,DD,4,1,1,123.0,20.248456731316587
33,DD2,DD,3,6,1,106.0,1.0
34,DD1,DD,0,4,0,149.85659811966906,174.25555945220228
35,SH4,SH,1,3,0,56.0,211.53250341259616
36,DD1,DD,3,6,0,15.0,146.8638825579659
37,DD7,DD,2,4,0,40.0,84.52810183601665
38,SH1,SH,3,5,0,145.49570440394453,23.345235059857504
39,SH3,SH,1,2,0,4.0,153.57408635573907
40,SH7,SH,3,8,0,7.0,233.32380932943812
41,DD2,DD,0,7,0,98.50888284819801,107.93516572461452
42,DD6,DD,2,0,0,24.0,129.46814279968643
43,SH2,SH,1,8,0,14.0,110.20889256316842
44,SH3,SH,3,2,0,3.605551275463989,6.082762530298219
45,DD7,DD,0,1,1,43.01162633521314,59.09314681077663
46,SH2,SH,4,9,0,30.0,93.62157870918435
47,SH2,SH,4,1,1,120.0,20.09975124224178
48,SH7,SH,3,5,1,56.0,3.1622776601683795
49,DD7,DD,0,3,0,90.0,207.13522153414664
50,DD4,DD,3,6,1,28.0,1.0
51,DD1,DD,3,4,1,111.0,28.600699292150182
52,SH1,SH,2,4,0,39.0,242.0
53,DD1,DD,0,7,0,72.0,104.04326023342406
54,DD4,DD,3,8,0,5.0,28.319604517012593
55,DD7,DD,2,7,0,11.704699910719626,252.00793638296395
56,DD6,DD,4,2,1,21.0,25.942243542145693
57,DD6,DD,0,4,0,94.0,34.785054261852174
58,DD7,DD,4,4,1,43.18564576337837,11.40175425099138
59,DD6,DD,2,2,1,59.413803110051795,21.0
60,SH6,SH,2,4,0,88.45903006477066,2.23606797749979
61,DD5,DD,2,4,1,24.186773244895647,30.083217912982647
62,DD5,DD,3,8,1,21.0,76.23647421018367
63,DD7,DD,4,8,1,42.0,6.324555320336759
64,SH4,SH,3,8,0,12.0,120.3536455617361
65,SH3,SH,2,5,0,43.0,97.59098319004681
66,SH7,SH,2,3,0,11.0,52.15361924162119
67,DD7,DD,1,6,0,16.0,341.67235767618075
68,DD4,DD,3,4,0,7.0,242.21684499637922
69,DD4,DD,1,9,0,24.0,54.12947441089743
70,DD6,DD,2,6,0,76.0,134.1118935814419
71,DD6,DD,4,2,1,13.0,3.0
72,DD4,DD,4,6,1,4.0,10.770329614269007
73,SH1,SH,2,8,0,32.0,271.67075661542964
74,SH7,SH,0,5,1,61.66036003787198,101.0
75,DD1,DD,1,4,0,91.0,204.67779557147864
76,DD2,DD,4,6,1,41.43669871020132,36.40054944640259
77,SH3,SH,4,8,1,130.00384609695206,26.90724809414742
78,SH1,SH,1,6,0,2.0,56.462376853972415
79,SH3,SH,4,6,1,17.0,53.600373133029585
80,DD4,DD,1,4,0,50.0,238.83467084994172
81,DD1,DD,2,3,0,22.0,168.37161280928564
82,DD5,DD,1,9,0,3.0,271.89152248645047
83,DD5,DD,1,6,1,98.0,34.92849839314596
84,DD7,DD,0,5,0,81.0,299.5413160150032
85,DD6,DD,1,7,0,49.8196748283246,144.62710672622887
86,SH4,SH,4,7,0,21.0,73.824115301167
87,SH7,SH,4,9,0,1.0,55.154328932550705
88,SH2,SH,0,9,0,109.0,113.07077429645558
89,DD4,DD,4,4,1,60.03332407921454,59.77457653551382
90,DD5,DD,2,7,0,11.0,114.69088891450794
91,DD2,DD,4,8,0,14.0,77.15568676384133
92,SH1,SH,1,4,0,11.0,265.0
93,SH1,SH,0,4,0,5.0,218.4902743830947
94,DD7,DD,2,1,0,38.118237105091836,57.8013840664737
95,SH7,SH,1,8,0,26.0,25.179356624028344
96,DD2,DD,3,1,0,14.0,159.0125781188394
97,SH4,SH,1,1,0,64.28063471995279,44.0
98,SH1,SH,3,7,0,71.0,109.16501271011697
99,SH3,SH,0,4,1,108.07404868885037,159.13830462839547
100,DD6,DD,4,3,1,84.0,1.4142135623730951
101,DD4,DD,2,9,1,108.07404868885037,12.529964086141668
102,SH3,SH,3,6,1,94.00531899844816,6.082762530298219
103,DD7,DD,4,6,1,58.0,52.81098370604357
104,SH7,SH,2,1,0,18.0,46.09772228646444
105,SH6,SH,2,9,0,60.0,50.20956084253277
106,DD1,DD,4,5,0,10.0,5.385164807134504
107,DD1,DD,4,7,1,21.0,83.48652585896721
108,SH6,SH,2,6,0,20.0,182.53766734567415
109,DD4,DD,1,5,0,19.0,194.81273059017474
110,DD4,DD,1,6,0,24.0,80.2122185206219
111,SH1,SH,3,8,0,20.0,123.1665539016173
112,DD6,DD,4,1,0,41.0,81.32035415564789
113,DD4,DD,3,7,1,24.0,4.47213595499958
114,DD4,DD,1,9,0,38.0,65.60487786742691
115,DD5,DD,0,9,0,56.0,261.22212769977966
116,DD6,DD,4,5,1,9.0,10.770329614269007
117,DD6,DD,1,3,0,95.0,65.0
118,DD1,DD,2,8,0,50.0,119.10079764636339
119,SH3,SH,2,8,0,38.05259518088089,77.10382610480494
120,SH3,SH,1,6,0,116.0,122.15563842901399
121,DD4,DD,3,5,1,28.635642126552707,38.897300677553446
122,SH1,SH,3,7,0,93.08598175880189,64.13267497929586
123,DD1,DD,3,5,1,22.0,64.07807737440318
124,SH2,SH,3,6,0,112.0,23.08679276123039
125,DD4,DD,3,5,1,75.66372975210778,52.630789467763066
126,SH7,SH,2,8,0,90.0222194794152,90.68627239003708
127,DD6,DD,3,6,0,52.0,114.5512985522207
128,SH4,SH,2,8,0,100.0,49.0
129,DD6,DD,4,0,0,97.0,89.10667763978185
130,DD7,DD,4,2,1,32.0,16.278820596099706
131,SH3,SH,1,7,0,2.0,94.5568612000208
132,SH3,SH,0,8,0,38.0,201.48697228356974
133,DD7,DD,3,2,1,41.0,36.40054944640259
134,SH6,SH,0,6,0,131.0,214.30818929756276
135,DD1,DD,1,5,1,5.0,9.0
136,SH7,SH,3,1,1,95.0,22.20360331117452
137,SH4,SH,4,6,1,5.0990195135927845,2.0
138,DD2,DD,2,4,0,75.0,98.49365461794989
139,SH6,SH,3,3,0,75.0,33.54101966249684
140,SH6,SH,1,4,0,56.0,91.30169768410661
141,DD6,DD,1,1,0,17.0,57.0
142,SH2,SH,1,1,0,44.0,415.9627387158614
143,SH2,SH,1,2,0,10.0,202.74368054269902
144,SH3,SH,1,2,0,47.0,48.91829923454004
145,DD1,DD,3,4,1,102.3132444994293,46.87216658103186
146,DD2,DD,1,9,0,15.0,152.43359209832983
147,SH3,SH,0,4,1,140.69825869569246,93.30058949438637
148,DD6,DD,3,6,0,63.0,97.49871794028884
149,SH2,SH,1,3,1,119.06720791217035,8.94427190999916
150,DD4,DD,1,6,0,26.476404589747453,23.323807579381203
151,DD5,DD,4,7,0,38.0,85.80209787645055
152,DD5,DD,1,5,1,103.0,50.695167422546305
153,DD6,DD,2,1,1,37.0,21.213203435596427
154,DD2,DD,0,7,0,129.0,175.72706109191037
155,SH4,SH,3,5,1,61.29437168288782,51.35172830587107
156,DD7,DD,0,5,1,22.0,79.55501241279521
157,DD1,DD,2,6,0,69.0,119.4026800369238
158,SH2,SH,0,9,0,98.0,125.25573839150046
159,SH4,SH,1,7,1,102.0,15.0
160,SH4,SH,0,4,0,103.0,305.28675044947494
161,DD7,DD,3,1,0,8.0,14.317821063276353
162,SH7,SH,1,1,1,20.0,236.61149591682988
163,SH1,SH,0,8,0,104.0,322.09470656935673
164,SH7,SH,4,9,0,25.0,9.433981132056603
165,DD4,DD,4,6,0,2.0,49.49747468305833
166,SH2,SH,4,9,0,11.0,103.40696301506973
167,SH7,SH,0,8,0,81.39410298049853,169.85287751463028
168,DD2,DD,1,2,0,144.05554484295286,171.77310616042314
169,SH7,SH,3,0,1,89.0,31.016124838541646
170,DD1,DD,0,4,0,93.13431161500041,352.63862522418043
171,DD7,DD,1,6,0,63.0,155.0
172,DD7,DD,3,3,0,30.0,87.78382538941898
173,SH2,SH,3,9,0,79.0,53.75872022286245
174,DD6,DD,1,5,0,41.0,36.359317925395686
175,SH6,SH,3,9,0,26.0,74.95331880577403
176,DD6,DD,1,0,0,62.0,94.02127418834527
177,SH6,SH,4,4,0,93.1933474020544,28.42534080710379
178,DD4,DD,2,8,1,63.0,1.0
179,DD6,DD,4,0,0,59.0,31.304951684997057
180,SH7,SH,3,9,1,51.0,1.0
181,SH1,SH,2,4,0,113.0,92.39588735436226
182,DD4,DD,4,9,1,44.04543109109048,12.041594578792296
183,SH7,SH,3,5,0,35.0,72.94518489934754
184,SH7,SH,2,5,0,13.0,49.040799340956916
185,SH2,SH,4,5,1,31.0,50.21951811795888
186,DD4,DD,4,7,0,1.0,5.830951894845301
187,SH2,SH,0,4,1,142.0,281.9024654024863
188,DD5,DD,0,8,0,2.0,282.7083302628347
189,SH7,SH,2,7,0,48.0,111.0
190,DD4,DD,3,4,1,51.62363799656123,120.0
191,SH3,SH,4,3,0,13.152946437965905,7.211102550927978
192,DD2,DD,2,5,0,42.0,110.90987332063814
193,DD5,DD,2,4,0,37.0,292.95904150580503
194,DD6,DD,0,1,1,141.05672617780408,35.0
195,SH3,SH,2,2,0,25.0,29.410882339705484
196,DD2,DD,2,1,1,41.0,60.0
197,DD4,DD,1,7,0,7.0,65.55150646628954
198,SH1,SH,3,8,0,82.0,88.95504482602435
199,DD7,DD,4,7,1,54.0,72.42237223399962
200,DD4,DD,1,9,0,48.0,54.70831746635972
201,DD1,DD,2,5,1,74.0,46.57252408878007
202,DD2,DD,3,2,0,99.0,114.06138698087096
203,SH3,SH,1,1,0,130.0,125.39936203984452
204,SH4,SH,1,4,0,107.0,12.041594578792296
205,SH1,SH,3,6,0,46.0,57.0350769263968
206,SH7,SH,4,7,0,12.0,59.20304046246274
207,DD4,DD,4,3,0,32.0,284.0228864017828
208,DD2,DD,2,4,0,67.06713054842886,100.0199980003999
209,SH6,SH,3,5,0,3.0,246.0081299469593
210,SH2,SH,4,5,0,11.0,4.47213595499958
211,SH6,SH,1,1,0,64.0,22.47220505424423
212,DD2,DD,3,1,0,22.0,244.6630335788388
213,DD2,DD,3,1,0,106.04244433244644,191.02355875650522
214,SH7,SH,3,3,0,6.708203932499369,8.0
215,SH6,SH,2,5,0,136.13228860193308,29.410882339705484
216,DD5,DD,3,5,1,62.0,28.442925306655784
217,SH2,SH,3,9,0,89.0,70.57619995437555
218,DD5,DD,1,8,0,28.0,27.018512172212592
219,SH1,SH,0,4,0,50.15974481593781,275.6592098951167
220,DD1,DD,2,2,1,91.0,93.62157870918435
221,SH6,SH,0,8,0,103.31021246711285,119.07980517283357
222,DD4,DD,3,5,0,44.0,107.62899237658968
223,DD6,DD,4,2,1,105.0,20.518284528683193
224,DD5,DD,3,7,0,45.0,113.6001760562016
225,SH4,SH,0,5,0,99.32270636667126,200.35218990567586
226,SH4,SH,1,1,0,12.0,75.0066663703967
227,SH7,SH,2,1,0,81.0,116.67476162392619
228,DD6,DD,4,1,1,95.0,28.42534080710379
229,DD7,DD,1,1,0,60.0,121.24768039018313
230,DD2,DD,1,3,0,39.0,316.7412192942371
231,DD5,DD,0,5,0,5.0,184.3529224069963
232,DD6,DD,2,7,0,6.0,121.0495766204905
233,DD7,DD,0,1,1,89.73850901368932,8.246211251235321
234,SH4,SH,3,5,0,50.0,88.40814442120137
235,SH7,SH,0,4,0,32.0,316.2419959461425
236,DD1,DD,3,2,0,1.0,6.708203932499369
237,DD5,DD,4,2,1,89.0,97.26767191621273
238,DD7,DD,2,1,1,58.0,32.01562118716424
239,DD7,DD,0,1,1,49.64876634922564,68.8839603971781
240,DD6,DD,2,6,0,24.0,60.8276253029822
241,DD1,DD,3,4,1,20.0,54.91812087098393
242,SH1,SH,1,5,0,112.0,59.033888572581766
243,SH1,SH,2,5,0,54.0,122.00409829181969
244,SH4,SH,4,7,0,11.0,36.89173349139343
245,SH7,SH,3,4,0,1.0,12.36931687685298
246,SH3,SH,4,2,1,46.0,72.83543093852057
247,DD4,DD,1,5,0,70.178344238091,137.0
248,SH4,SH,0,1,0,32.0624390837628,289.34754189382704
249,DD1,DD,0,6,0,107.67079455451233,227.6532450899833
250,SH7,SH,4,0,0,6.0,6.0
251,DD2,DD,2,7,1,8.0,1.0
252,DD2,DD,1,9,0,2.0,70.57619995437555
253,DD6,DD,4,7,0,37.05401462729781,176.82759965570986
254,DD6,DD,2,1,0,2.23606797749979,232.46720198772127
255,DD1,DD,1,7,0,133.0,87.20665112249179
256,DD5,DD,3,2,0,12.0,457.58059399410723
257,SH7,SH,0,3,0,79.1580697086532,232.6972281742952
258,SH3,SH,3,6,0,35.0,82.37718130647589
259,SH7,SH,0,6,0,4.0,7.615773105863909
260,SH4,SH,3,1,0,2.0,1.0
261,SH6,SH,1,4,1,81.2219182240853,1.0
262,DD5,DD,4,4,1,21.0,46.32493928760188
263,DD1,DD,3,4,1,64.0,51.92301994298868
264,DD1,DD,4,0,1,67.0,101.67103815738285
265,SH4,SH,4,9,1,121.10326172320876,12.0
266,DD4,DD,0,8,0,8.0,100.12492197250393
267,SH3,SH,0,5,0,109.0,205.4093474017188
268,DD5,DD,4,6,1,27.65863337187866,12.041594578792296
269,SH6,SH,4,3,0,34.0,53.823786563191554
270,DD7,DD,1,0,0,20.0,112.32987136109433
271,SH6,SH,1,7,0,84.71717653463199,90.13878188659973
272,SH2,SH,3,4,1,84.0,31.827660925679098
273,SH3,SH,0,6,0,99.0,255.93163149560078
274,DD6,DD,2,3,0,32.0,71.42128534267638
275,DD6,DD,4,6,0,53.0,132.90974381135493
276,SH6,SH,3,5,0,98.84331034521254,40.80441152620633
277,SH6,SH,1,8,0,64.0,225.1443981093023
278,SH2,SH,2,1,0,95.25754563287887,240.87548650703334
279,SH2,SH,4,8,0,39.0,138.42326394071193
280,DD6,DD,2,1,0,70.11419257183242,86.00581375697809
281,DD6,DD,0,6,0,31.0,250.16994223927063
282,DD7,DD,3,6,0,81.0,41.036569057366385
283,SH6,SH,1,0,0,67.0,148.66068747318505
284,DD7,DD,0,1,0,9.055385138137417,130.36103712382777
285,SH4,SH,4,8,1,88.0,40.70626487409524
286,DD4,DD,3,8,1,24.0,9.219544457292887
287,SH6,SH,1,9,0,110.0,139.97856978837868
288,SH7,SH,2,0,1,61.0,212.24985276791125
289,DD4,DD,4,7,0,4.0,5.385164807134504
290,SH7,SH,1,2,0,47.265209192385896,29.017236257093817
291,SH2,SH,0,9,0,77.64663547121665,77.17512552629896
292,SH7,SH,1,0,0,33.0,89.45389874119518
293,SH4,SH,2,5,0,139.0,17.4928556845359
294,SH1,SH,2,5,0,77.78174593052023,65.0
295,DD7,DD,2,5,0,51.0,82.37718130647589
296,DD7,DD,0,0,1,42.43819034784589,11.180339887498949
297,DD2,DD,1,6,0,94.19129471453293,114.49017425089369
298,SH1,SH,1,8,0,141.01418368376991,17.46424919657298
299,SH2,SH,1,6,0,118.00423721205946,99.72462083156798
300,SH3,SH,2,4,0,93.0,13.45362404707371
301,SH3,SH,2,9,1,80.0,48.60041152089147
302,DD2,DD,3,7,0,49.0,72.12489168102785
303,SH7,SH,0,9,0,16.0,14.7648230602334
304,DD4,DD,1,4,0,50.039984012787215,194.91793144808406
305,SH3,SH,3,3,0,52.0,61.0
306,DD2,DD,2,9,1,55.0,71.02112361825881
307,DD1,DD,2,3,1,16.76305461424021,5.385164807134504
308,DD2,DD,2,3,1,94.37160589923221,25.298221281347036
309,SH6,SH,1,4,0,32.01562118716424,166.87720036002523
310,SH1,SH,1,6,0,79.0,35.510561809129406
311,DD5,DD,2,7,0,90.0,95.38343671728336
312,SH3,SH,3,1,1,134.0,51.40038910358559
313,SH2,SH,0,8,1,78.10249675906654,6.708203932499369
314,DD6,DD,1,1,0,24.0,199.01004999748127
315,DD6,DD,4,1,0,61.0,65.94694837519019
316,SH4,SH,1,3,0,20.0,217.0184323968819
317,DD7,DD,4,1,0,2.0,30.528675044947494
318,DD4,DD,3,9,0,19.1049731745428,18.384776310850235
319,SH1,SH,1,5,0,102.0196059588548,34.48187929913333
320,DD1,DD,0,4,0,38.2099463490856,241.0
321,SH2,SH,2,1,0,96.0,152.8397853963424
322,SH4,SH,4,2,1,37.0,73.53910524340094
323,DD4,DD,4,6,0,2.0,5.0
324,DD6,DD,1,0,0,13.0,270.9464891819047
325,SH7,SH,2,6,1,57.0,74.46475676452586
326,SH3,SH,0,4,1,77.02596964660685,258.0310058888272
327,SH4,SH,2,8,0,62.0,44.553338819890925
328,DD4,DD,0,7,1,108.0,31.064449134018133
329,SH2,SH,0,4,1,89.02246907382428,373.75125417849773
330,DD1,DD,4,5,1,63.0,25.0
331,SH7,SH,0,8,1,66.21933252457322,8.246211251235321
332,DD6,DD,2,5,0,27.0,102.34256201600583
333,DD2,DD,3,6,1,81.0,31.11269837220809
334,DD4,DD,2,8,1,18.0,16.15549442140351
335,DD6,DD,2,1,0,54.0,105.0
336,SH2,SH,3,3,0,26.0,71.21797525905943
337,DD6,DD,3,7,0,127.0,85.0881895447306
338,SH6,SH,3,6,0,12.0,80.0
339,SH6,SH,4,7,0,9.0,213.10091506138588
340,SH2,SH,3,1,0,45.0,350.8389944119667
341,SH6,SH,4,4,0,22.0,78.49203781276162
342,SH7,SH,0,3,0,70.02856560004639,134.9518432626987
343,SH2,SH,0,8,0,17.46424919657298,218.91550881561588
344,DD1,DD,1,4,0,2.0,37.44329045369811
345,SH6,SH,3,1,1,47.0,293.0
346,SH6,SH,2,0,1,78.0,235.32530675641326
347,SH4,SH,4,1,0,3.0,71.78439941937245
348,DD5,DD,4,1,1,57.21887800367987,27.85677655436824
349,DD7,DD,3,6,1,31.064449134018133,39.45883931389772
350,SH6,SH,2,8,0,77.02596964660685,68.6804193347711
351,DD4,DD,4,5,0,24.0,67.00746227100382
352,SH4,SH,2,3,0,34.0,344.8840384825021
353,DD2,DD,2,4,0,77.0,85.84287972802403
354,DD4,DD,4,2,1,85.00588214941364,62.03224967708329
355,DD2,DD,4,8,1,29.274562336608895,52.80151512977634
356,SH3,SH,4,7,0,2.0,114.84337159801605
357,DD1,DD,1,9,0,63.0,10.0
358,SH3,SH,3,9,0,5.0,5.0
359,SH2,SH,3,3,0,61.0,29.410882339705484
360,DD2,DD,3,9,0,10.0,116.40017182117903
361,SH2,SH,1,7,0,15.0,145.82523787054146
362,DD5,DD,3,4,0,54.0,117.38824472663352
363,DD6,DD,2,6,1,58.69412236331676,7.0
364,SH7,SH,4,0,1,28.0,5.0
365,DD2,DD,2,4,0,64.0,109.11003620199197
366,SH3,SH,2,7,0,17.0,11.40175425099138
367,SH2,SH,3,8,1,114.0,37.589892258425
368,SH6,SH,3,2,0,31.0,50.20956084253277
369,DD1,DD,4,7,1,12.0,77.78174593052023
370,DD6,DD,1,6,0,24.020824298928627,38.0
371,DD4,DD,2,9,1,5.0,45.0111097397076
372,SH4,SH,1,8,0,6.324555320336759,464.7375603499248
373,SH7,SH,2,1,0,1.0,36.013886210738214
374,DD2,DD,4,3,1,13.0,47.70744176750625
375,DD6,DD,2,3,0,59.0,48.507731342539614
376,DD5,DD,0,7,0,30.0,271.1180554666177
377,DD4,DD,1,6,0,16.0,144.31216164966833
378,SH2,SH,2,7,0,16.0,231.00865784641059
379,DD5,DD,4,1,1,125.0,140.089257261219
380,SH7,SH,2,7,0,11.0,118.79393923933998
381,DD2,DD,2,7,0,24.0,79.55501241279521
382,SH1,SH,1,8,0,41.593268686170845,2.0
383,DD4,DD,1,9,0,11.180339887498949,3.0
384,DD7,DD,1,7,0,79.0,336.4312708414603
385,SH7,SH,3,6,1,46.0,59.464274989274024
386,SH2,SH,2,8,0,24.0,42.01190307520001
387,DD1,DD,2,9,0,117.0,110.9414259868693
388,SH7,SH,2,6,1,60.0,31.0
389,SH4,SH,4,2,1,39.0,84.11896337925236
390,DD4,DD,2,4,0,46.87216658103186,164.2954655491137
391,SH4,SH,0,3,0,126.0,272.9981684920249
392,DD1,DD,1,6,0,68.59300255857006,186.3866948041088
393,SH3,SH,2,4,1,113.0,5.385164807134504
394,SH2,SH,3,7,1,92.0869154657707,10.198039027185569
395,DD7,DD,2,3,1,64.93843238021688,53.665631459994955
396,SH7,SH,0,8,0,69.0,161.07762104029226
397,SH3,SH,4,7,1,41.012193308819754,2.8284271247461903
398,DD5,DD,4,7,1,14.142135623730951,19.849433241279208
399,SH2,SH,4,2,1,61.032778078668514,42.80186911806539
400,DD5,DD,4,7,0,31.0,90.52071586106685
401,SH7,SH,1,3,0,37.0,228.25424421026653
402,SH7,SH,1,6,0,13.0,5.830951894845301
403,SH2,SH,1,6,0,87.09190547921202,16.278820596099706
404,SH6,SH,1,3,0,33.0,179.8777362543792
405,SH3,SH,2,8,0,84.0,150.2131818450032
406,SH2,SH,4,8,0,69.0,162.1141573089778
407,SH7,SH,2,4,0,4.0,27.0
408,DD5,DD,4,9,0,67.0,91.21951545584969
409,SH4,SH,3,4,1,115.91807451816995,7.0710678118654755
410,DD1,DD,3,3,1,60.0,78.05767098754612
411,SH7,SH,1,4,1,63.0,20.615528128088304
412,SH3,SH,4,0,1,63.0,19.1049731745428
413,SH6,SH,3,8,0,34.0,110.42191811411355
414,SH3,SH,0,7,0,8.06225774829855,121.51131634543344
415,SH7,SH,2,7,0,15.0,135.63554106501732
416,SH4,SH,4,3,0,50.0,135.05924625881784
417,DD4,DD,4,9,0,4.0,7.615773105863909
418,SH2,SH,2,4,0,33.0,14.7648230602334
419,DD7,DD,0,4,1,12.0,160.22796260328596
420,SH2,SH,0,8,0,2.23606797749979,191.65072397463047
421,DD5,DD,1,6,0,27.0,234.61670869739862
422,SH2,SH,3,7,0,8.0,5.385164807134504
423,DD7,DD,1,6,0,20.615528128088304,181.04419349981927
424,DD7,DD,2,4,0,15.0,134.27211177307072
425,SH7,SH,2,4,0,2.23606797749979,19.4164878389476
426,SH2,SH,4,6,1,107.29864864013899,27.65863337187866
427,SH1,SH,2,3,0,140.0,8.94427190999916
428,SH6,SH,3,2,0,142.0,75.16648189186454
429,DD5,DD,1,4,0,8.0,334.044907160699
430,SH6,SH,0,6,0,26.92582403567252,283.6688209867274
431,DD7,DD,1,1,0,9.486832980505138,13.92838827718412
432,SH3,SH,3,4,1,103.01941564578979,9.0
433,DD2,DD,4,3,1,46.0,3.605551275463989
434,SH4,SH,2,7,0,43.0,83.3606621854697
435,SH2,SH,2,9,0,49.0,132.00378782444085
436,DD1,DD,2,7,0,14.0,161.83942659315127
437,SH3,SH,3,5,1,68.0,32.64965543462902
438,DD6,DD,2,6,0,37.0,100.60318086422517
439,DD4,DD,3,7,0,5.0,31.240998703626616
440,DD4,DD,2,8,0,5.0990195135927845,13.92838827718412
441,SH2,SH,1,1,0,20.0,484.99072156073254
442,DD1,DD,4,1,1,135.0,100.9554357129917
443,DD7,DD,3,7,0,45.0,147.13938969562162
444,DD7,DD,2,7,1,51.0,65.0
445,SH2,SH,2,3,0,76.6550715869472,29.068883707497267
446,DD2,DD,2,3,0,76.0,60.4648658313239
447,SH6,SH,3,4,0,115.0,45.89117562233506
448,SH4,SH,0,1,0,11.0,318.0267284364633
449,DD5,DD,4,8,1,66.0,41.012193308819754
450,DD6,DD,3,5,0,77.52418977325722,23.430749027719962
451,DD5,DD,1,4,0,54.0,45.0
452,DD6,DD,0,3,0,18.0,82.28000972289685
453,DD2,DD,0,6,1,17.69180601295413,7.615773105863909
454,DD1,DD,1,5,0,135.0,113.59577456930342
455,SH6,SH,2,7,0,41.0,98.59513172565875
456,DD4,DD,0,7,0,20.8806130178211,158.5339080449353
457,SH7,SH,4,4,0,19.0,39.35733730830886
458,SH3,SH,3,5,1,7.0,37.57658845611187
459,DD7,DD,1,4,0,59.0,147.13938969562162
460,DD1,DD,2,5,0,34.0,179.13402803487674
461,DD2,DD,1,6,0,22.561028345356956,203.57799488156869
462,SH6,SH,4,0,0,14.0,111.01801655587259
463,DD5,DD,4,7,1,12.0,32.7566787083184
464,DD7,DD,3,2,0,20.0,92.61749294814668
465,SH7,SH,1,8,0,91.6624241442479,87.20091742636656
466,SH6,SH,4,2,1,75.0,127.56566936288148
467,DD2,DD,2,1,1,120.0,61.587336360651285
468,DD5,DD,1,6,0,100.0,68.76772498781678
469,SH6,SH,1,6,0,35.0,82.0
470,DD5,DD,3,3,0,39.0,128.06248474865697
471,DD7,DD,4,5,1,17.0,47.43416490252569
472,SH7,SH,3,4,0,10.0,22.02271554554524
473,DD6,DD,1,7,0,114.28035701729323,50.60632371551998
474,DD6,DD,3,3,0,15.0,88.3911760301898
475,DD6,DD,4,3,0,18.0,47.20169488482379
476,DD1,DD,0,7,0,4.0,4.0
477,SH1,SH,3,4,0,87.0,44.0
478,SH7,SH,1,8,0,8.246211251235321,195.57607215607945
479,SH2,SH,4,7,0,7.0,195.5326059765992
480,SH6,SH,3,7,0,113.7453295744489,55.17245689653489
481,SH7,SH,2,0,1,116.0,73.79024325749306
482,DD7,DD,3,8,0,59.07622195096772,24.186773244895647
483,DD5,DD,3,4,0,11.0,7.0
484,SH3,SH,2,0,0,6.0,212.3605424743495
485,SH2,SH,3,0,0,94.19129471453293,80.61017305526642
486,SH6,SH,2,9,0,94.0,17.029386365926403
487,SH2,SH,3,7,0,6.0,65.60487786742691
488,SH4,SH,3,8,0,21.0,107.0
489,DD5,DD,0,9,0,57.697486947006624,77.10382610480494
490,SH3,SH,4,2,0,9.0,21.18962010041709
491,DD4,DD,3,6,0,29.0,98.29038610159185
492,DD1,DD,1,8,0,30.805843601498726,220.0295434708712
493,DD4,DD,0,6,1,101.00495037373169,31.144823004794873
494,SH3,SH,1,5,0,95.0,56.4003546088143
495,SH7,SH,4,1,0,4.0,46.04345773288535
496,DD7,DD,3,0,1,105.0,6.324555320336759
497,SH4,SH,2,2,0,12.0,201.8836298465034
498,SH6,SH,3,7,0,21.0,72.11102550927978
499,DD1,DD,1,3,0,57.0,324.1265185078197
500,SH3,SH,4,9,1,70.0,26.248809496813376
501,DD5,DD,1,3,0,39.0,129.24782396620841
502,SH3,SH,2,3,1,30.0,15.811388300841896
503,SH2,SH,2,2,0,149.0,84.09518416651456
504,DD2,DD,3,3,0,46.010868281309364,146.99659860010368
